Compound,ICSD#,Lattice,Pearson,Ncell,Eg,Efitg,me,mh,hPni/L,Pn1/L,Pn2/L,Pn3/L,hPpi/L,Pp1/L,Pp2/L,Pp3/L
F1Gd1O4S1,410324,orc,oP28,28,5.71,8.61,17.71,4.45,15.28,9.53,15.94,20.37,12.20,7.36,12.52,16.72
F1Gd1S1,93355,tet,tP6,6,1.08,2.37,0.44,1.51,0.20,0.10,0.25,0.25,1.58,1.57,1.57,1.59
F1I1O2,280804,orc,oP16,16,2.91,4.84,1.58,2.51,3.64,2.05,2.54,6.32,6.27,3.29,6.23,9.30
F1I1Pb1,56667,tet,tP6,6,2.17,3.84,0.43,2.80,0.35,0.04,0.51,0.51,4.79,0.98,6.69,6.69
F1I1Sr1,155009,tet,tP6,6,4.30,6.71,0.33,83.75,0.59,0.33,0.33,1.11,5.43,0.09,8.10,8.10
F1In1O1,2521,orcf(2),oF48,12,1.31,2.68,0.23,1.24,1.75,0.68,2.18,2.39,4.93,0.62,6.24,7.93
F1In1O3Te1,260009,mcl,mP24,24,3.04,5.01,2.53,2.82,2.62,0.47,3.46,3.92,4.60,0.14,4.54,9.13
F1K1,52241,fcc,cF8,2,5.95,8.93,0.56,6.69,0.09,0.09,0.09,0.09,6.09,6.09,6.09,6.09
F1K1,61558,cub,cP2,2,6.25,9.34,0.52,5.81,0.21,0.15,0.25,0.25,5.61,5.52,5.62,5.68
F1La1O1,76427,tet,tP6,6,4.74,7.30,2.43,2.62,2.11,0.69,2.76,2.89,3.36,0.63,4.67,4.79
F1La1S1,31938,tet,tP6,6,1.41,2.82,0.46,1.95,0.18,0.09,0.22,0.22,1.76,1.36,1.96,1.96
F1Li1O4Si1Sr2,79805,mcl,mP18,18,4.82,7.41,0.47,3.17,2.10,1.23,1.41,3.66,7.63,1.68,2.62,18.60
F1Mo1O4Y1,249646,mcl,mP28,28,3.64,5.83,5.12,3.19,10.47,7.31,10.22,13.88,8.49,6.31,8.13,11.04
F1Na1O4P1Y1,51463,mclc(1),mS32,16,5.49,8.31,0.52,6.29,1.94,0.75,0.97,4.12,9.44,8.27,9.59,10.46
F1Na3O4W1,417289,orc,oP36,36,4.60,7.12,0.63,8.89,2.89,2.16,2.61,3.89,33.20,22.86,32.04,44.70
F1O1Sb1,19019,orc,oP12,12,3.29,5.34,1.10,3.18,1.53,0.72,1.78,2.09,1.29,0.25,1.80,1.83
F1O1Sc1,24112,mcl,mP12,12,4.47,6.94,2.89,25.87,7.85,3.72,6.62,13.21,10.08,0.69,14.66,14.88
F1O1Y1,76426,tet,tP6,6,4.95,7.59,0.52,3.40,5.39,2.05,7.03,7.08,4.16,0.30,5.68,6.49
F1O1Yb1,75557,mcl,mP12,12,0.26,1.26,9.43,6.84,10.92,1.79,14.56,16.42,8.05,0.33,11.57,12.25
F1O3P1Sn1,2039,mcl,mP24,24,3.67,5.86,0.73,2.27,1.83,0.34,0.85,4.32,3.69,1.47,3.94,5.66
F1O3Se1Y1,418898,mcl,mP24,24,4.26,6.66,1.82,1.25,7.41,2.35,9.74,10.15,13.71,6.82,12.08,22.24
F1O4S1Y1,92288,orc,oP28,28,5.84,8.79,2.34,3.92,6.61,3.79,6.92,9.13,12.41,6.45,11.34,19.45
F1Rb1,43436,cub,cP2,2,5.91,8.88,0.45,5.05,1.81,1.81,1.81,1.81,6.49,5.94,6.70,6.84
F1Rb1,53828,fcc,cF8,2,5.51,8.35,0.49,25.63,0.15,0.15,0.15,0.15,7.36,7.36,7.36,7.36
F1S1Y1,87130,tet,tP6,6,1.31,2.68,0.46,1.66,0.19,0.10,0.23,0.23,1.64,1.61,1.61,1.69
F1Tl1,90997,orc,oP8,8,3.16,5.17,0.35,4.19,0.68,0.48,0.76,0.81,7.88,4.37,8.74,10.54
F2Fe1,9166,tet,tP6,6,2.63,4.46,0.49,190.80,0.47,0.46,0.48,0.48,3.68,0.72,5.15,5.16
F2Ge1,18030,orc,oP12,12,4.12,6.46,0.85,2.21,3.59,1.17,3.41,6.20,2.41,1.83,2.56,2.83
F2Hg1,33614,fcc,cF12,3,0.97,2.22,0.29,4.84,0.00,0.00,0.00,0.00,6.85,6.85,6.85,6.85
F2Hg3S2,16927,bcc,cI28,14,1.82,3.37,0.33,3.33,0.50,0.50,0.50,0.50,7.36,7.33,7.36,7.38
F2I1Na1O2,260003,orcc,oS24,12,4.26,6.66,2.37,1.32,3.68,0.03,2.35,8.66,7.05,0.92,2.15,18.10
F2Kr1,23534,tet,tP6,6,2.76,4.64,0.61,4.08,6.65,0.61,9.66,9.66,1.66,1.26,1.26,2.47
F2Mg1,394,tet,tP6,6,6.82,10.10,0.54,3.05,0.05,0.04,0.04,0.07,1.35,1.30,1.30,1.45
F2Mn1,20365,orc,oP12,12,2.80,4.68,0.49,5.30,1.67,0.55,0.78,3.68,10.54,7.11,10.18,14.33
F2Mn1,9165,tet,tP6,6,2.57,4.38,0.50,1.90,0.23,0.22,0.22,0.25,0.74,0.66,0.78,0.78
F2Na1Nb1O2,23238,mcl,mP24,24,3.34,5.41,14.66,36.01,16.64,0.10,19.86,29.96,13.37,0.21,16.94,22.95
F2Ni1,9168,tet,tP6,6,4.01,6.32,2.61,2.37,0.82,0.81,0.81,0.83,6.91,4.23,8.25,8.25
F2O1Pb2,10416,tet,tP20,20,2.84,4.75,0.53,4.20,3.80,3.13,3.13,5.14,8.87,8.05,9.28,9.28
F2O1Se1,12110,orc,oP16,16,4.12,6.46,1.95,3.53,3.31,0.35,3.84,5.76,2.79,0.20,4.01,4.16
F2O3Te2,82162,tri(1b),aP14,14,3.38,5.47,0.73,4.73,2.77,2.01,2.27,4.04,5.98,3.21,5.23,9.51
F2Pb1,14324,orc,oP12,12,4.33,6.75,0.88,1.66,4.32,3.19,4.70,5.06,4.09,2.19,4.80,5.28
F2Pb1,20597,fcc,cF12,3,4.40,6.84,0.71,10.12,0.41,0.41,0.41,0.41,4.03,4.03,4.03,4.03
F2Pd1,16763,tet,tP6,6,1.33,2.71,1.23,1.46,0.25,0.24,0.24,0.28,0.51,0.45,0.54,0.54
F2S3Sn1Sr2,171346,orc,oP32,32,2.06,3.69,0.63,1.59,2.04,1.41,1.82,2.90,10.32,2.16,12.53,16.28
F2Sb2Se4Sr2,171430,tet,tP10,10,0.16,1.13,0.96,0.86,0.91,0.03,1.34,1.37,0.68,0.01,1.01,1.03
F2Sn1,14194,orc,oP12,12,3.24,5.28,0.73,1.61,1.25,1.04,1.13,1.57,1.11,0.91,1.18,1.22
F2Sn1,14195,tet,tP12,12,3.32,5.38,0.98,1.62,1.37,1.25,1.25,1.60,1.29,1.27,1.30,1.30
F2Ti1,65410,fcc,cF12,3,2.03,3.65,0.52,13.15,0.42,0.42,0.42,0.42,5.32,5.32,5.32,5.32
F2Zn1,20364,orc,oP12,12,4.96,7.60,0.44,6.34,4.77,3.29,3.68,7.32,18.24,14.35,15.04,25.32
F2Zn1,9169,tet,tP6,6,4.94,7.58,0.46,2.04,0.73,0.68,0.76,0.76,5.37,4.52,5.79,5.79
F2,22271,mclc(1),mS8,4,2.49,4.27,3.66,20.92,0.77,0.43,0.68,1.20,5.35,3.66,4.27,8.14
F3Fe1,16671,rhl(1),hR8,8,2.67,4.52,2.22,1.36,1.58,1.34,1.69,1.72,7.25,4.94,8.16,8.66
F3Ga1,22197,rhl(1),hR8,8,4.90,7.51,0.52,10.15,0.32,0.01,0.20,0.74,10.25,10.12,10.18,10.46
F3Hg1Rb1,15169,cub,cP5,5,0.65,1.79,0.35,219.45,0.10,0.10,0.10,0.10,1.54,1.54,1.54,1.54
F3I1O1,4076,orc,oP20,20,3.59,5.75,8.24,1.94,6.54,2.81,4.51,12.29,7.27,1.46,7.98,12.36
F3I1,411036,orc,oP16,16,1.67,3.16,3.14,9.85,3.50,0.43,0.70,9.38,6.32,4.06,7.29,7.61
F3K1Mg1,28949,cub,cP5,5,6.95,10.29,0.53,8.21,3.16,3.16,3.16,3.16,3.60,3.50,3.63,3.68
F3K1Mn1,15423,cub,cP5,5,2.70,4.55,0.51,384.67,0.14,0.14,0.14,0.14,2.10,2.10,2.10,2.10
F3K1Ni1,15426,cub,cP5,5,3.65,5.84,10.57,21.27,0.45,0.45,0.45,0.45,3.69,3.65,3.69,3.71
F3K1Pd1,73167,cub,cP5,5,0.92,2.15,5.07,106.20,0.14,0.14,0.14,0.14,1.72,1.72,1.72,1.72
F3K1V1,28145,cub,cP5,5,1.81,3.35,0.54,9.14,0.10,0.10,0.10,0.10,4.10,4.10,4.11,4.11
F3K1Zn1,15427,cub,cP5,5,5.17,7.88,0.46,23.42,0.10,0.10,0.10,0.10,2.02,2.02,2.02,2.02
F3Mn1Rb1,43722,cub,cP5,5,2.97,4.92,0.47,384.68,0.19,0.19,0.19,0.19,2.07,1.93,2.13,2.13
F3Mo1,30612,cub,cP4,4,1.74,3.25,3.02,18.66,2.16,2.10,2.15,2.22,2.66,2.66,2.66,2.67
F3Na1V1,60611,cub,cP5,5,0.42,1.49,0.58,13.17,0.23,0.22,0.23,0.24,3.81,3.81,3.81,3.81
F3Na1Zn1,69349,orc,oP20,20,5.15,7.86,0.49,3.06,1.06,0.28,0.48,2.43,17.24,14.47,15.23,22.02
F3Pb1Rb1,49591,cub,cP5,5,3.05,5.03,0.85,0.38,1.21,1.20,1.21,1.23,0.04,0.04,0.04,0.04
F3Pd1Rb1,73166,cub,cP5,5,0.96,2.21,5.01,365.63,0.13,0.13,0.13,0.13,1.83,1.83,1.83,1.83
F3Rb1V1,28146,cub,cP5,5,2.19,3.86,0.49,12.81,0.15,0.15,0.15,0.15,3.54,3.54,3.54,3.54
F3Rb1Yb1,49590,cub,cP5,5,1.09,2.39,0.49,9.59,0.79,0.79,0.79,0.79,12.96,12.95,12.95,12.96
F3Ru1,16673,rhl(1),hR8,8,0.53,1.62,1.77,0.95,0.39,0.23,0.27,0.67,4.24,4.04,4.09,4.60
F3Sc1,77071,cub,cP4,4,6.08,9.10,3.75,29.37,2.87,2.86,2.86,2.87,2.98,2.95,2.96,3.05
F3Tl1,10365,orc,oP16,16,1.25,2.60,0.33,12.95,0.60,0.46,0.51,0.84,12.50,2.12,2.36,33.02
F3Y1,15961,cub,cP12,12,5.59,8.45,2.07,6.92,3.56,3.54,3.54,3.60,9.78,9.65,9.85,9.85
F3Y1,6023,orc,oP16,16,7.59,11.14,9.37,8.13,8.87,6.98,7.69,11.94,11.37,3.82,6.53,23.76
F3Yb1,9844,orc,oP16,16,0.79,1.98,16.24,11.75,10.66,7.50,10.99,13.49,14.24,2.52,3.48,36.71
F4Ge1,202558,bcc,cI10,5,5.41,8.21,0.82,5.94,0.29,0.29,0.29,0.29,4.24,4.24,4.24,4.24
F4H3N1Zr1,50233,tri(1b),aP36,36,4.74,7.30,4.27,2.35,7.13,0.20,9.10,12.09,7.94,3.67,9.42,10.74
F4Hf1,66008,mclc(5),mS60,30,5.40,8.19,1.25,1.61,8.79,6.44,8.42,11.51,15.67,11.23,16.33,19.45
F4In1Li1,66693,orc,oP24,24,4.16,6.51,0.58,6.42,4.25,3.00,4.65,5.10,17.38,1.03,13.18,37.92
F4Li1Y1,55691,mcl,mP12,12,6.92,10.25,1.40,14.88,7.73,0.78,1.04,21.36,11.92,11.26,11.35,13.14
F4Mg1Sr1,86248,orcc,oS24,12,6.24,9.32,0.56,46.73,2.57,0.28,0.51,6.91,9.25,1.13,5.13,21.48
F4Na1Sb1,24750,mcl,mP24,24,4.31,6.72,1.16,3.23,7.64,1.81,5.12,15.99,4.46,0.80,5.99,6.59
F4O2Sn4,948,mclc(1),mS20,10,2.65,4.48,1.25,5.29,0.88,0.66,0.89,1.10,3.26,2.56,3.34,3.89
F4Pb1Sn1,152949,tet,tP12,12,3.34,5.41,1.75,32.51,0.96,0.07,1.41,1.41,2.74,0.50,3.85,3.85
F4Pb1,16795,bct(2),tI10,5,1.87,3.43,0.77,7.15,0.20,0.18,0.21,0.21,4.54,4.20,4.20,5.21
F4Sb1Tl1,201084,tri(1b),aP24,24,3.57,5.73,0.93,3.77,3.26,1.05,2.33,6.38,8.07,3.28,4.28,16.66
F4Se1,85451,orc,oP20,20,4.21,6.58,3.73,1.84,9.23,5.81,6.24,15.63,2.55,1.77,2.66,3.21
F4Si1,14122,bcc,cI10,5,7.72,11.32,0.70,7.60,0.17,0.17,0.17,0.17,5.38,5.38,5.38,5.38
F4Sn1,16794,bct(2),tI10,5,3.13,5.13,0.62,5.00,0.16,0.15,0.16,0.16,3.00,2.22,3.39,3.39
F4V1,65785,mcl,mP10,10,1.91,3.48,5.20,113.04,9.42,4.68,11.12,12.48,3.89,1.36,4.01,6.30
F4Xe1,26626,mcl,mP10,10,2.80,4.68,2.31,9.35,2.15,1.61,1.81,3.03,4.35,1.80,5.09,6.15
F5N3W1,201198,mcl,mP36,36,3.13,5.13,10.68,10.90,16.86,7.29,11.79,31.50,17.91,7.92,11.36,34.44
F5Na1Te1,202879,orc,oP28,28,5.26,8.00,2.18,14.67,12.00,6.95,12.40,16.65,12.49,9.80,11.10,16.56
F5Na2Sb1,28061,orc,oP32,32,4.83,7.43,2.02,14.48,9.86,7.58,10.23,11.78,10.52,7.95,11.79,11.81
F5Nb1,26647,mclc(3),mS48,24,4.99,7.64,6.87,12.61,6.56,4.96,6.05,8.66,8.59,5.09,5.49,15.19
F5O1Sn2,409393,mclc(1),mS32,16,1.90,3.47,0.48,0.66,1.08,0.78,0.92,1.53,4.52,0.99,1.69,10.87
F5O2S1Sb1,67273,mcl,mP36,36,3.45,5.56,12.66,4.74,12.03,7.35,14.33,14.42,11.59,4.23,11.83,18.70
F5O2Sb3,62476,mcl,mP40,40,3.81,6.05,2.13,9.77,4.45,0.12,5.44,7.79,7.03,1.04,7.17,12.88
F5P1,62554,hex,hP12,12,7.08,10.46,0.79,16.06,0.42,0.08,0.09,1.08,10.23,6.99,7.21,16.49
F5Sb1Sr1,68454,orc,oP28,28,4.76,7.33,0.99,3.95,3.77,1.75,2.00,7.55,6.71,3.93,7.22,8.97
F5Te1Tl1,90619,orc,oP28,28,4.45,6.91,1.59,2.15,7.25,5.61,5.76,10.38,3.74,3.08,3.92,4.21
F5Tl1Zr1,26558,mcl,mP28,28,4.79,7.36,1.26,1.44,5.87,1.11,5.32,11.17,6.18,6.10,6.19,6.24
F6Ga1H8N2Na1,418737,fcc,cF72,18,5.84,8.78,0.56,9.01,4.22,4.22,4.22,4.22,21.95,21.95,21.95,21.95
F6H2N3Sb1,41354,orc,oP24,24,0.48,1.56,12.37,4.66,12.93,0.53,1.03,37.25,6.24,1.01,1.94,15.78
F6Hg3S2Si1,23605,hex,hP12,12,2.79,4.68,0.72,21.14,0.38,0.11,0.44,0.60,11.14,3.33,15.03,15.06
F6I5Sb1,27557,tri(1b),aP36,36,0.94,2.18,16.48,29.14,3.99,1.94,3.69,6.33,4.69,3.21,4.65,6.20
F6Li2Ti1,18313,tet,tP18,18,4.87,7.48,16.94,3.76,14.29,12.36,15.25,15.25,5.10,4.47,5.41,5.41
F6Li2Zr1,155020,mclc(1),mS36,18,5.51,8.34,31.39,4.34,7.09,5.64,7.10,8.53,9.70,6.47,6.67,15.95
F6Li2Zr1,409667,mcl,mP36,36,6.10,9.14,10.45,5.98,21.62,13.44,23.30,28.12,18.16,12.48,18.07,23.92
F6Mg1Pb1,15106,rhl(1),hR8,8,3.04,5.01,0.87,12.32,0.37,0.35,0.36,0.38,8.49,8.21,8.29,8.96
F6Mo1,1879,bcc,cI14,7,4.09,6.42,10.75,12.55,6.72,6.67,6.74,6.76,11.54,11.52,11.55,11.56
F6Na1Sb1,16640,fcc,cF32,8,4.84,7.43,0.94,16.31,0.67,0.67,0.67,0.67,8.91,8.91,8.91,8.91
F6Na1Sb1,25538,cub,cP32,32,4.86,7.47,0.93,5.40,4.92,4.06,5.08,5.61,36.91,36.25,37.04,37.43
F6Na2Sn1,23156,mcl,mP18,18,0.17,1.14,0.96,19.61,2.59,0.28,3.53,3.97,10.99,1.96,14.74,16.28
F6Na2Sn1,68980,tet,tP18,18,4.96,7.61,0.75,5.51,2.59,2.38,2.41,3.00,6.35,3.06,8.00,8.00
F6Na3Sc1,50838,mcl,mP20,20,6.25,9.33,0.65,13.23,0.54,0.29,0.32,1.02,11.12,5.16,13.73,14.47
F6O2P1Sb1,51535,tri(1b),aP20,20,4.39,6.83,1.22,61.02,1.73,1.12,1.58,2.51,3.18,2.00,3.72,3.81
F6O2Sb1,78849,bcc,cI72,36,1.33,2.71,8.91,6.53,6.17,5.52,5.56,7.44,38.44,37.47,38.90,38.95
F6O4Pb1Zr3,60959,fcc,cF112,28,2.85,4.75,2.21,0.88,6.55,6.55,6.55,6.55,1.72,1.72,1.72,1.72
F6Pb1Te1,81865,mcl,mP32,32,4.61,7.12,2.70,3.38,5.75,1.72,5.31,10.22,4.78,4.21,4.90,5.25
F6Pb1Zr1,4051,orcc,oS32,16,5.01,7.67,15.68,2.79,5.47,0.18,0.79,15.45,3.57,0.99,4.76,4.96
F6Pb2,23467,tet,tP16,16,1.85,3.41,0.82,1.00,3.12,2.66,3.35,3.37,1.79,1.61,1.87,1.87
F6S1,214,bcc,cI14,7,5.80,8.73,1.20,14.28,0.92,0.92,0.92,0.92,9.87,9.87,9.87,9.87
F6S1,63362,bcc,cI14,7,5.77,8.69,1.19,14.05,0.95,0.95,0.95,0.95,9.80,9.80,9.80,9.80
F6Si1Tl2,38549,fcc,cF36,9,4.96,7.60,0.85,2.65,1.38,1.38,1.38,1.38,2.60,2.60,2.60,2.60
F6Sn2,33786,fcc,cF32,8,2.69,4.54,0.62,3.86,0.67,0.67,0.67,0.67,3.08,3.08,3.08,3.08
F6Te1,67609,orc,oP28,28,4.35,6.77,1.42,11.51,4.08,3.62,3.85,4.76,28.93,25.32,26.54,34.92
F6W1,4027,orc,oP28,28,5.03,7.69,11.73,11.66,39.12,34.09,36.10,47.16,27.02,19.22,26.54,35.31
F7Gd1Sn1,78898,mcl,mP36,36,3.94,6.22,1.12,16.92,3.48,0.97,4.39,5.07,23.28,21.47,22.88,25.50
F7La1Sn1,78896,mcl,mP36,36,2.95,4.89,1.42,25.58,1.10,0.26,0.86,2.19,19.51,12.11,13.59,32.83
F7Pb1Ta1,417253,mcl,mP18,18,5.29,8.05,5.64,9.25,6.10,4.60,5.51,8.18,4.26,0.91,5.82,6.04
F7Sn1Y1,71586,mcl,mP18,18,4.77,7.34,0.85,17.12,2.06,1.18,2.22,2.76,6.22,0.81,3.52,14.33
F7Sn1Y1,74963,mcl,mP36,36,4.35,6.77,1.24,17.16,6.33,1.57,8.13,9.30,9.91,9.28,10.08,10.38
F7Sr1Ta1,417254,mcl,mP18,18,5.67,8.56,9.12,5.56,9.09,5.31,9.90,12.07,13.60,3.45,13.04,24.32
F8Sn3,32592,mcl,mP22,22,3.00,4.96,3.86,3.07,4.94,3.24,3.53,8.04,3.59,1.63,4.57,4.58
Fe1La1O3,29118,cub,cP5,5,0.53,1.63,1.11,11.35,0.31,0.31,0.31,0.31,2.00,2.00,2.00,2.00
Ga1H4Na1,39355,orcc,oS24,12,4.68,7.22,0.69,1.67,1.62,1.39,1.41,2.05,5.80,2.40,7.16,7.82
Ga1H4Sr1,240697,orc,oP24,24,0.85,2.05,0.89,1.00,1.01,0.30,0.47,2.28,1.22,0.49,0.64,2.54
Ga1I3Li1,202642,mcl,mP20,20,2.24,3.93,1.52,2.56,2.62,0.21,3.77,3.89,5.85,2.96,3.47,11.11
Ga1I3,413457,mcl,mP16,16,2.29,4.00,7.00,3.96,4.06,2.66,4.67,4.85,5.73,3.50,5.88,7.81
Ga1La1O1Se2,48024,orc,oP20,20,1.08,2.37,1.06,1.40,6.31,4.50,6.06,8.36,1.90,0.56,1.89,3.25
Ga1La1O3,51036,rhl(1),hR10,10,3.40,5.49,0.48,4.04,1.74,0.47,2.18,2.57,9.49,6.71,6.79,14.97
Ga1La1O3,51286,rhl(1),hR10,10,3.39,5.48,0.48,4.20,0.54,0.35,0.58,0.68,9.26,7.74,8.30,11.75
Ga1Li1O6Si2,55162,mclc(1),mS40,20,4.30,6.71,0.46,4.29,3.23,2.75,3.46,3.48,6.78,2.16,6.91,11.27
Ga1Li1O8W2,28008,mcl,mP24,24,3.18,5.19,10.29,12.41,12.24,2.33,16.23,18.15,19.89,15.17,21.26,23.23
Ga1Li1Se2,96915,orc,oP16,16,2.12,3.77,0.28,1.42,0.66,0.28,0.83,0.86,2.89,2.26,2.90,3.53
Ga1Li1Si1,103786,fcc,cF12,3,0.19,1.17,0.49,0.88,0.27,0.27,0.27,0.27,0.68,0.68,0.68,0.68
Ga1Li3Na2O4,37071,orc,oP40,40,3.30,5.37,0.45,3.28,1.47,1.01,1.25,2.16,22.20,14.21,22.94,29.47
Ga1Li3O5Si1,72100,orc,oP40,40,2.58,4.39,0.51,7.45,2.33,1.32,2.51,3.16,10.89,0.01,2.19,30.47
Ga1Mo4S8,33995,rhl(1),hR13,13,0.65,1.78,4.45,1.89,0.35,0.25,0.37,0.43,10.91,9.04,11.52,12.16
Ga1N1,41500,fcc,cF8,2,0.62,1.75,0.22,1.19,0.17,0.17,0.17,0.17,1.97,1.97,1.97,1.97
Ga1Na1O2,4416,orc,oP16,16,2.93,4.87,0.36,7.40,2.02,0.84,0.89,4.33,15.95,11.58,13.74,22.51
Ga1Na1O6Si2,60105,mclc(1),mS40,20,4.25,6.65,0.43,2.90,1.17,0.64,1.08,1.81,11.86,7.39,11.61,16.60
Ga1O3Pr1,76049,cub,cP5,5,0.63,1.77,2.39,2.32,1.80,1.78,1.79,1.82,1.11,1.08,1.10,1.14
Ga1O6Sb1Sr2,157007,bct(2),tI20,10,1.27,2.63,0.32,30.91,0.89,0.62,1.02,1.02,4.67,3.66,3.76,6.60
Ga1P1S4,2613,mcl,mP24,24,2.27,3.98,0.74,1.42,3.86,1.40,2.55,7.61,4.32,3.74,4.24,4.99
Ga1P1,41676,fcc,cF8,2,1.64,3.12,0.32,0.81,0.32,0.32,0.32,0.32,0.28,0.28,0.28,0.28
Ga1S1,40824,rhl(1),hR4,4,1.46,2.88,0.21,2.89,0.51,0.09,0.72,0.73,0.24,0.11,0.11,0.50
Ga1Se2Tl1,100131,bct(1),tI16,8,0.54,1.65,0.37,3.26,0.12,0.10,0.10,0.16,0.51,0.15,0.69,0.69
Ga1Te2Tl1,16243,bct(1),tI16,8,0.51,1.60,0.14,3.95,0.61,0.59,0.59,0.63,1.34,0.44,0.44,3.15
Ga2I3,24822,mcl,mP20,20,2.18,3.85,1.50,0.78,4.51,3.83,4.41,5.29,4.71,2.00,2.72,9.42
Ga2N4Sr3,170441,orc,oP36,36,1.63,3.11,0.25,1.01,1.45,0.73,1.34,2.30,16.53,14.23,14.65,20.70
Ga2O11Te4,94349,tri(1b),aP17,17,3.49,5.61,1.58,6.89,6.48,2.03,5.73,11.67,6.37,4.38,6.01,8.71
Ga2O3,34243,mclc(1),mS20,10,2.15,3.81,0.25,3.07,0.51,0.05,0.43,1.06,9.02,2.89,6.31,17.85
Ga2O6Te1,78346,tet,tP18,18,0.83,2.04,0.24,1.39,0.45,0.38,0.38,0.59,1.74,1.34,1.94,1.94
Ga2S3,488,mclc(1),mS20,10,1.98,3.58,0.28,23.23,1.62,0.19,1.54,3.13,3.83,0.26,0.96,10.28
Ga2S5Sn2,37173,orc,oP36,36,1.66,3.14,0.32,0.91,6.59,0.79,8.77,10.21,6.56,2.24,3.91,13.54
Ga3I1Te3,61678,orc,oP28,28,1.16,2.47,0.33,1.65,1.40,0.53,1.31,2.37,4.35,0.77,5.47,6.82
Ga3I1Te3,66031,orc,oP28,28,1.17,2.49,0.33,1.84,1.54,0.75,1.53,2.36,4.62,0.63,6.51,6.74
Ga3N5Sr3,170443,tri(1b),aP22,22,1.44,2.86,0.22,1.28,2.38,1.05,1.93,4.17,4.17,1.51,3.91,7.09
Ga3O7P1,59364,rhl(2),hR11,11,3.12,5.11,0.34,4.47,1.46,0.75,1.58,2.06,11.40,10.93,11.57,11.68
Ga4Ge1O8,202044,mclc(1),mS26,13,2.14,3.80,0.26,5.98,0.23,0.11,0.25,0.31,3.16,0.53,4.15,4.80
Ga4O8Ti1,155638,mclc(1),mS26,13,2.73,4.59,0.51,5.03,1.99,1.22,1.58,3.17,3.97,1.21,5.18,5.53
Ga4O9Sr3,51546,tri(1b),aP32,32,2.94,4.88,0.38,41.53,1.07,0.56,1.20,1.44,6.84,5.18,6.46,8.88
Ga5Na1O12Ti2,108816,orc,oP40,40,2.62,4.44,0.45,7.42,6.46,1.52,6.76,11.10,7.03,2.18,3.01,15.92
Gd1Ge1Na1O4,85496,orc,oP28,28,3.48,5.60,0.43,7.94,3.75,0.30,1.86,9.09,10.70,5.25,13.01,13.85
Gd1Na1O2,22040,bct(2),tI16,8,3.68,5.88,0.41,6.01,1.25,0.73,0.73,2.31,8.71,8.02,9.06,9.06
Gd1O3Sc1,65513,orc,oP20,20,4.28,6.69,2.19,2.08,12.50,8.33,14.57,14.60,11.75,7.41,11.66,16.18
Gd1Se2Tl1,106989,rhl(1),hR4,4,1.04,2.31,4.18,0.41,1.93,0.20,2.75,2.83,0.05,0.03,0.03,0.08
Gd2Ge1O5,61372,mcl,mP32,32,3.57,5.72,0.42,3.19,2.11,1.57,1.65,3.10,7.36,1.50,2.89,17.68
Gd2O1S2,409708,mcl,mP20,20,2.28,3.99,1.04,1.32,5.51,2.05,7.24,7.24,3.72,1.51,2.51,7.14
Gd2O1Se2,280201,orc,oP20,20,1.53,2.98,0.76,1.19,0.45,0.15,0.47,0.73,3.14,1.79,2.23,5.40
Gd2O2Te1,89563,bct(2),tI10,5,1.10,2.40,11.08,2.08,0.90,0.01,1.34,1.34,1.23,0.33,1.68,1.68
Gd2O3,160226,mclc(1),mS30,15,3.60,5.77,1.03,1.36,0.65,0.47,0.57,0.90,8.85,6.79,9.15,10.61
Gd2O3,27996,bcc,cI80,80,3.62,5.79,0.51,4.27,9.91,4.88,6.84,18.01,44.28,41.87,45.00,45.97
Gd2O3,40473,bcc,cI80,40,3.61,5.78,0.47,3.22,1.84,1.71,1.85,1.96,19.20,18.59,19.31,19.69
Gd2O4Si1Te1,409569,orc,oP32,32,1.73,3.24,2.03,7.37,3.10,0.33,4.22,4.76,9.59,0.71,1.78,26.27
Gd2O4Sr1,96232,orc,oP28,28,3.41,5.51,0.91,3.11,2.67,2.27,2.54,3.19,8.96,6.20,9.29,11.40
Gd2O5Si1,27728,mcl,mP32,32,4.66,7.20,0.57,10.55,3.76,1.18,1.40,8.70,14.34,7.50,11.79,23.72
Gd2O6Te1,412447,orc,oP36,36,2.94,4.88,0.53,14.35,2.65,0.89,2.39,4.67,17.42,16.92,17.38,17.95
Gd2O6W1,62887,mclc(1),mS72,36,2.80,4.69,2.86,7.58,8.13,2.44,5.23,16.72,5.29,0.18,1.46,14.25
Gd2O6W1,62888,orc,oP36,36,3.44,5.55,5.48,26.88,15.84,8.40,12.96,26.17,17.28,10.28,11.27,30.29
Gd2Se3,99997,orc,oP20,20,0.17,1.15,0.41,1.05,0.77,0.66,0.81,0.83,2.04,1.24,1.75,3.14
Gd3N1S3,416220,orc,oP28,28,1.17,2.49,0.72,1.07,1.40,0.76,0.88,2.55,4.71,1.92,5.20,7.02
Gd3O12Sb5,65147,bcc,cI80,40,3.09,5.08,5.54,21.50,14.56,14.56,14.56,14.56,13.95,13.95,13.95,13.95
Gd4O4Se4Ti1,93873,mclc(1),mS26,13,0.86,2.07,1.07,2.54,5.29,0.09,0.35,15.43,6.01,5.47,5.99,6.57
Ge1Hg2O4,26340,orcf(1),oF56,14,1.00,2.26,0.53,2.98,2.38,0.84,0.86,5.44,8.61,4.72,9.22,11.89
